question_id,question,question_type,difficulty,gold_chunk_ids,retrieved_chunk_ids,scores,chunk_config,embedding_model,recall@1,precision@1,mrr@1,recall@3,precision@3,mrr@3,recall@5,precision@5,mrr@5,recall@10,precision@10,mrr@10
10,What are the key features and categories included in the Fall 23 Footwear collection as indicated in both passages?,boundary,medium,"[0, 1]","[1, 0, 498, 422, 474, 164, 519, 177, 503, 529]","[0.8762722611427307, 0.828126847743988, 0.82370525598526, 0.8209301233291626, 0.8194882869720459, 0.8194354772567749, 0.8192158937454224, 0.8189762234687805, 0.8179649114608765, 0.8172248601913452]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,ada-002,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,1.0,0.2,1.0
11,What specific technology is featured in the updated Adrenaline GTS 23 footwear listed in the contents of the Fall 23 catalog?,boundary,medium,"[1, 2]","[11, 2, 95, 93, 110, 419, 108, 471, 567, 472]","[0.8684228658676147, 0.8584643006324768, 0.8580245971679688, 0.8558481931686401, 0.8550140857696533, 0.8545080423355103, 0.8511518239974976, 0.8472678661346436, 0.8416987061500549, 0.8406681418418884]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,ada-002,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.5,0.2,0.5,0.5,0.1,0.5
0,What season is indicated in the text for the footwear?,factual,easy,[0],"[0, 502, 188, 402, 410, 537, 457, 422, 522, 383]","[0.49703386425971985, 0.46666938066482544, 0.4598408639431, 0.45754897594451904, 0.45021116733551025, 0.4494491219520569, 0.44545966386795044, 0.444338321685791, 0.44214463233947754, 0.4397906959056854]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
1,What is one of the categories listed in the Fall 23 Footwear contents?,factual,easy,[1],"[0, 1, 502, 529, 537, 522, 422, 115, 188, 493]","[0.5996357202529907, 0.5650988817214966, 0.5548979640007019, 0.540493369102478, 0.5295443534851074, 0.5256450176239014, 0.5109533667564392, 0.5062639713287354, 0.5058960318565369, 0.5023074746131897]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5
2,What technology is featured in the updated Adrenaline GTS 23 footwear?,factual,medium,[2],"[211, 214, 419, 11, 93, 108, 362, 154, 3, 30]","[0.7130322456359863, 0.7017288208007812, 0.7013587951660156, 0.7005678415298462, 0.6876063942909241, 0.6870026588439941, 0.6850637197494507, 0.6843864321708679, 0.6819440126419067, 0.6774636507034302]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,What technology does the Hyperion and Hyperion GTS use to support a smooth ride?,factual,medium,[3],"[3, 191, 459, 190, 458, 460, 464, 149, 213, 463]","[0.5100350975990295, 0.482133150100708, 0.4528791904449463, 0.4390294849872589, 0.4346389174461365, 0.42983296513557434, 0.41290026903152466, 0.4053895175457001, 0.40299880504608154, 0.4016604423522949]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
4,What technology does the Cascadia 17 feature that enhances stability during a run?,factual,easy,[4],"[305, 4, 315, 3, 311, 459, 362, 154, 460, 53]","[0.6922585964202881, 0.6770719885826111, 0.6513357162475586, 0.6459050178527832, 0.6419791579246521, 0.6346520185470581, 0.6238016486167908, 0.6231407523155212, 0.620909571647644, 0.6103643178939819]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5
5,What implications can be drawn about the product release strategy for the Levitate GTS 6 based on the information provided regarding the style numbers and release dates?,analytical,medium,[293],"[10, 293, 471, 294, 292, 283, 272, 472, 569, 233]","[0.5952239036560059, 0.590045690536499, 0.5874282121658325, 0.5813036561012268, 0.5734189748764038, 0.5600205659866333, 0.5257439017295837, 0.5248333811759949, 0.5228378772735596, 0.5223199129104614]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5
6,"What implications might the midsole height and offset of the Levitate GTS 6 have on a runner's performance and comfort, considering the target audience of women?",analytical,medium,[294],"[214, 290, 286, 270, 280, 293, 211, 212, 294, 228]","[0.6094743013381958, 0.591426432132721, 0.5886543393135071, 0.5881170630455017, 0.5852301716804504, 0.5828053951263428, 0.5813084840774536, 0.5806264877319336, 0.5771713256835938, 0.5646499395370483]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1111111111111111
7,How does the combination of updated fit construction and environmentally friendly materials in the EZIGRENE and ENERGIZE shoes reflect current trends in consumer preferences for athletic footwear?,analytical,medium,[295],"[271, 268, 291, 278, 281, 296, 288, 298, 295, 469]","[0.6388124227523804, 0.6355735659599304, 0.6342819929122925, 0.6336815357208252, 0.6240828037261963, 0.615718424320221, 0.6156490445137024, 0.5745573043823242, 0.573790431022644, 0.5733778476715088]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1111111111111111
8,"How does the updated Adrenaline GTS 23 footwear in Passage 3 align with the overall theme of Fall 23 footwear presented in Passages 1 and 2, considering the planned innovations and changes in design and technology?",multi-hop,hard,"[0, 1, 2]","[11, 419, 211, 214, 420, 3, 93, 108, 53, 95]","[0.6700402498245239, 0.6449184417724609, 0.6426742076873779, 0.6369470953941345, 0.630876898765564, 0.6286070942878723, 0.624744176864624, 0.6236447095870972, 0.6233744025230408, 0.618025541305542]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,"How do the features of the Cascadia 17 and Divide 4 footwear enhance performance for trail runners, and what apparel complements these features for varying weather conditions?",multi-hop,hard,"[3, 4, 5]","[5, 4, 306, 305, 304, 307, 311, 315, 345, 308]","[0.8095674514770508, 0.7873916625976562, 0.7735214233398438, 0.750226616859436, 0.7270011305809021, 0.6970040202140808, 0.6831325888633728, 0.6578848361968994, 0.6505179405212402, 0.6460784077644348]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.2,1.0
10,What are the key features and categories included in the Fall 23 Footwear collection as indicated in both passages?,boundary,medium,"[0, 1]","[1, 0, 502, 537, 10, 529, 522, 360, 422, 188]","[0.5655356645584106, 0.555981457233429, 0.5376644134521484, 0.5265104174613953, 0.5186259746551514, 0.5162955522537231, 0.5161044001579285, 0.5102130770683289, 0.5075187683105469, 0.5013599395751953]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,1.0,0.2,1.0
11,What specific technology is featured in the updated Adrenaline GTS 23 footwear listed in the contents of the Fall 23 catalog?,boundary,medium,"[1, 2]","[11, 211, 3, 419, 108, 93, 214, 95, 110, 361]","[0.6953020095825195, 0.6758476495742798, 0.6727057695388794, 0.6691586375236511, 0.6670825481414795, 0.667008638381958, 0.6644946336746216, 0.6568092107772827, 0.6566504836082458, 0.652477502822876]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,What season is indicated in the text for the footwear?,factual,easy,[0],"[1, 494, 503, 498, 422, 457, 0, 519, 484, 274]","[0.5312846899032593, 0.5128573179244995, 0.5048481822013855, 0.5045987367630005, 0.5020660161972046, 0.5000941157341003, 0.49657729268074036, 0.4965149164199829, 0.4955621361732483, 0.49250975251197815]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.14285714285714285
1,What is one of the categories listed in the Fall 23 Footwear contents?,factual,easy,[1],"[1, 0, 529, 494, 498, 503, 422, 484, 125, 188]","[0.6603876948356628, 0.5981823205947876, 0.5821759104728699, 0.5820812582969666, 0.5795406103134155, 0.5744732022285461, 0.5665480494499207, 0.56648850440979, 0.5664655566215515, 0.5632637143135071]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
2,What technology is featured in the updated Adrenaline GTS 23 footwear?,factual,medium,[2],"[11, 419, 95, 110, 93, 108, 138, 102, 230, 214]","[0.6530438661575317, 0.6325505375862122, 0.6260553002357483, 0.6193028688430786, 0.6065093874931335, 0.5972614288330078, 0.5896027088165283, 0.5844224095344543, 0.5842249393463135, 0.5829018354415894]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,What technology does the Hyperion and Hyperion GTS use to support a smooth ride?,factual,medium,[3],"[191, 190, 3, 213, 210, 568, 460, 363, 9, 458]","[0.6229512691497803, 0.5753828883171082, 0.5689029693603516, 0.5283127427101135, 0.47529375553131104, 0.46508538722991943, 0.42864716053009033, 0.4241795539855957, 0.4217623472213745, 0.4150237739086151]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.3333333333333333,1.0,0.1,0.3333333333333333
4,What technology does the Cascadia 17 feature that enhances stability during a run?,factual,easy,[4],"[4, 305, 311, 3, 304, 5, 306, 460, 215, 315]","[0.682305634021759, 0.6702259182929993, 0.562901496887207, 0.5614749789237976, 0.5524002909660339, 0.549872875213623, 0.5476702451705933, 0.5356425046920776, 0.5279978513717651, 0.5241234302520752]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
5,What implications can be drawn about the product release strategy for the Levitate GTS 6 based on the information provided regarding the style numbers and release dates?,analytical,medium,[293],"[294, 471, 293, 292, 10, 282, 273, 283, 233, 102]","[0.6393051147460938, 0.60747891664505, 0.604737401008606, 0.5692988038063049, 0.5515745878219604, 0.5348984003067017, 0.5288397073745728, 0.5216006636619568, 0.5147280693054199, 0.5113084316253662]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.3333333333333333,1.0,0.1,0.3333333333333333
6,"What implications might the midsole height and offset of the Levitate GTS 6 have on a runner's performance and comfort, considering the target audience of women?",analytical,medium,[294],"[214, 294, 212, 270, 330, 419, 290, 205, 293, 286]","[0.5920693278312683, 0.5920302271842957, 0.5628342032432556, 0.5606708526611328, 0.5515226721763611, 0.546201229095459, 0.5413984060287476, 0.5412826538085938, 0.5375288724899292, 0.5358862280845642]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5
7,How does the combination of updated fit construction and environmentally friendly materials in the EZIGRENE and ENERGIZE shoes reflect current trends in consumer preferences for athletic footwear?,analytical,medium,[295],"[291, 278, 271, 268, 288, 296, 295, 266, 276, 286]","[0.705335259437561, 0.6969118118286133, 0.69684237241745, 0.6899593472480774, 0.6806766986846924, 0.6805536150932312, 0.6570014357566833, 0.6517148613929749, 0.6465075612068176, 0.6340340375900269]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.14285714285714285
8,"How does the updated Adrenaline GTS 23 footwear in Passage 3 align with the overall theme of Fall 23 footwear presented in Passages 1 and 2, considering the planned innovations and changes in design and technology?",multi-hop,hard,"[0, 1, 2]","[476, 11, 471, 1, 140, 138, 419, 475, 129, 93]","[0.5774295926094055, 0.5767890810966492, 0.5688561201095581, 0.5484559535980225, 0.5476388335227966, 0.5458207130432129, 0.5456732511520386, 0.5417584776878357, 0.539705216884613, 0.5348590612411499]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.25,0.3333333333333333,0.1,0.25
9,"How do the features of the Cascadia 17 and Divide 4 footwear enhance performance for trail runners, and what apparel complements these features for varying weather conditions?",multi-hop,hard,"[3, 4, 5]","[4, 306, 5, 305, 304, 311, 307, 315, 348, 314]","[0.7550384998321533, 0.7160991430282593, 0.6969693899154663, 0.6880401372909546, 0.6621947288513184, 0.6012693643569946, 0.5953590869903564, 0.5580875277519226, 0.5507960915565491, 0.5457639694213867]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.2,1.0
10,What are the key features and categories included in the Fall 23 Footwear collection as indicated in both passages?,boundary,medium,"[0, 1]","[1, 498, 0, 503, 494, 484, 489, 529, 519, 188]","[0.602496325969696, 0.539889395236969, 0.5304462909698486, 0.5297563076019287, 0.5257473587989807, 0.5242204070091248, 0.5202544927597046, 0.5177168250083923, 0.5164937376976013, 0.5123425722122192]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,1.0,0.2,1.0
11,What specific technology is featured in the updated Adrenaline GTS 23 footwear listed in the contents of the Fall 23 catalog?,boundary,medium,"[1, 2]","[11, 95, 110, 419, 476, 471, 93, 102, 472, 108]","[0.640485942363739, 0.6266449093818665, 0.6224886775016785, 0.6184879541397095, 0.6149488687515259, 0.6115269660949707, 0.6107968091964722, 0.6098681688308716, 0.6076698303222656, 0.6006934642791748]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs128__ov32,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,What is the title of the document?,factual,easy,[0],"[166, 220, 216, 54, 45, 195, 266, 55, 115, 31]","[0.7637180089950562, 0.7503550052642822, 0.7465096712112427, 0.7401882410049438, 0.7297508716583252, 0.7287527918815613, 0.7286880016326904, 0.7270240187644958, 0.7254564166069031, 0.7252520322799683]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,What technology does the updated Adrenaline GTS 23 feature to support the body's natural motion path?,factual,medium,[1],"[6, 221, 50, 1, 58, 95, 57, 149, 104, 105]","[0.8454108834266663, 0.8421310782432556, 0.8314944505691528, 0.8306791186332703, 0.8298665881156921, 0.8177680969238281, 0.8171483278274536, 0.8153897523880005, 0.8120126724243164, 0.8087916374206543]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.25,1.0,0.1,0.25
2,What technology does the Cascadia 17 feature to provide a stable ride?,factual,easy,[2],"[2, 158, 164, 160, 161, 163, 162, 169, 157, 165]","[0.8371182680130005, 0.8334717750549316, 0.8285062909126282, 0.8205374479293823, 0.813897967338562, 0.8111600279808044, 0.8089083433151245, 0.8015702962875366, 0.8011016249656677, 0.8010239601135254]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
3,What feature does the High Point Waterproof Pant provide for stormy weather?,factual,easy,[3],"[3, 2, 165, 170, 172, 168, 239, 184, 46, 247]","[0.8669089674949646, 0.8396317362785339, 0.8135343790054321, 0.8090663552284241, 0.8056051135063171, 0.7993687987327576, 0.7950155735015869, 0.7921919226646423, 0.7915678024291992, 0.7896320819854736]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
4,What does Run Signature help you determine regarding running shoes?,factual,medium,[4],"[4, 1, 95, 5, 65, 6, 71, 157, 131, 0]","[0.8990979194641113, 0.8248791694641113, 0.8116281628608704, 0.8113384246826172, 0.8097027540206909, 0.8095420598983765, 0.8076601028442383, 0.8047560453414917, 0.7998284101486206, 0.798980176448822]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
5,How does the emphasis on using recycled materials in the EZIGRENE and REVEL 6 shoes reflect broader trends in consumer behavior and environmental consciousness?,analytical,medium,[154],"[154, 150, 144, 153, 136, 138, 142, 148, 134, 141]","[0.8597857356071472, 0.8524643778800964, 0.8523844480514526, 0.8449656367301941, 0.835084855556488, 0.8337544202804565, 0.8313747644424438, 0.830306351184845, 0.8273928165435791, 0.8266282081604004]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
6,What can be inferred about the market strategy for the men's shoe models based on the variety of color options and sizes available as of June 2023?,analytical,medium,[155],"[19, 251, 109, 249, 45, 34, 25, 264, 111, 248]","[0.8280259966850281, 0.8274831175804138, 0.8229257464408875, 0.8224073648452759, 0.8219634294509888, 0.8218448758125305, 0.8204898834228516, 0.8203346729278564, 0.8202991485595703, 0.8202298879623413]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,What might be the significance of the varying color combinations and styles released on different dates for the women's footwear line in terms of marketing strategy?,analytical,medium,[156],"[275, 251, 276, 266, 274, 264, 257, 249, 269, 70]","[0.8187893629074097, 0.8143393993377686, 0.8143236637115479, 0.8140753507614136, 0.8137019276618958, 0.8135145306587219, 0.8123955130577087, 0.8102946281433105, 0.8101465106010437, 0.8082296252250671]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"How do the footwear options in the Fall 23 collection cater to different running environments, and what additional apparel features support runners in varying weather conditions?",multi-hop,medium,"[0, 1, 2]","[1, 3, 157, 0, 2, 6, 4, 158, 49, 159]","[0.8494951725006104, 0.84745854139328, 0.8464447855949402, 0.8433034420013428, 0.8379928469657898, 0.8347995281219482, 0.8347620964050293, 0.8343803882598877, 0.8310997486114502, 0.8301118612289429]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,1.0,1.0,0.3,1.0
9,How do the features of running apparel in Passage 1 complement the shoe selection process described in Passages 2 and 3 to enhance a runner's overall experience?,multi-hop,hard,"[3, 4, 5]","[1, 157, 4, 2, 6, 95, 5, 43, 3, 158]","[0.8315120339393616, 0.8272548913955688, 0.8251736760139465, 0.8191422820091248, 0.8073510527610779, 0.8069926500320435, 0.8067396283149719, 0.8064927458763123, 0.805852472782135, 0.800771951675415]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,1.0,0.3,0.3333333333333333
10,"What specific technology is used in the updated Adrenaline GTS 23 footwear mentioned in Passage 2, and how does it relate to the overall theme of the footwear options listed in Passage 1?",boundary,hard,"[0, 1]","[6, 1, 221, 50, 58, 222, 95, 104, 162, 299]","[0.8634213805198669, 0.8616122603416443, 0.8533240556716919, 0.842462956905365, 0.8410339951515198, 0.8359626531600952, 0.8332782983779907, 0.8279780745506287, 0.8277643918991089, 0.8275101780891418]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.5,0.2,0.5,0.5,0.1,0.5
11,What features of the Cascadia 17 and Divide 4 shoes make them suitable for varying trail and weather conditions?,boundary,medium,"[1, 2]","[158, 2, 157, 159, 164, 160, 162, 161, 167, 168]","[0.913756787776947, 0.8967969417572021, 0.8789445161819458, 0.8652106523513794, 0.8507832288742065, 0.8468185067176819, 0.8455315232276917, 0.8419240713119507, 0.8384594321250916, 0.8374026417732239]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,ada-002,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.5,0.2,0.5,0.5,0.1,0.5
